CODE	UZ	RU	EN
Basic	Basic FHIRda hali aniqlanmagan tushunchalarni, mavjud resursga mos kelmaydigan faqat hikoyaviy resurslarni va FHIR spetsifikatsiyasiga kiritish uchun mos bo‘lmagan maxsus resurslarni boshqarish uchun ishlatiladi.	Базовый вариант используется для обработки концепций, еще не определенных в FHIR, ресурсов, содержащих только повествование и не соответствующих существующему ресурсу, а также пользовательских ресурсов, не подлежащих включению в спецификацию FHIR.	Basic is used for handling concepts not yet defined in FHIR, narrative-only resources that don't map to an existing resource, and custom resources not appropriate for inclusion in the FHIR specification.
Binary	Bitta xom artefakt maʼlumotlarini oʻzining mahalliy formatida foydalanish mumkin boʻlgan raqamli kontent sifatida aks ettiruvchi resurs. Ikkilik resurs matn, rasm, pdf, zip arxivi va boshqalarni o'z ichiga olishi mumkin.	Ресурс, представляющий данные одного необработанного артефакта в виде цифрового контента, доступного в его собственном формате. Двоичный ресурс может содержать любой контент, будь то текст, изображение, pdf, zip-архив и т. д.	A resource that represents the data of a single raw artifact as digital content accessible in its native format. A Binary resource can contain any content, whether text, image, pdf, zip archive, etc.
BiologicallyDerivedProduct	Transplantatsiya qilish yoki boshqa (ehtimol bir xil) biologik ob'ektga quyish uchun mo'ljallangan biologik mavjudotdan olingan biologik material.	Биологический материал, полученный из биологического объекта, предназначенный для трансплантации или вливания в другой (возможно, тот же самый) биологический объект.	A biological material originating from a biological entity intended to be transplanted or infused into another (possibly the same) biological entity.
BiologicallyDerivedProductDispense	Biologik olingan mahsulotni tarqatish yozuvi.	Запись о выдаче биологически полученного продукта.	A record of dispensation of a biologically derived product.
BodyStructure	Anatomik tuzilish haqida ma'lumotlarni yozib oling. Kodlangan kontseptsiya foydalanish holati uchun zarur bo'lgan tafsilotlarni ta'minlamasa, ushbu manbadan foydalanish mumkin.	Запишите детали анатомической структуры. Этот ресурс может использоваться, когда закодированная концепция не обеспечивает необходимых деталей, необходимых для варианта использования.	Record details about an anatomical structure. This resource may be used when a coded concept does not provide the necessary detail needed for the use case.
Bundle	Resurslar to'plami uchun konteyner.	Контейнер для сбора ресурсов.	A container for a collection of resources.
CapabilityStatement	Imkoniyatlar bayonnomasi FHIR serveri yoki mijozining FHIR ning ma'lum bir versiyasi uchun qobiliyatlari (xatti-harakatlari) to'plamini hujjatlashtiradi, ular haqiqiy server funksionalligi yoki serverning talab qilingan yoki istalgan amalga oshirilishi bayoni sifatida ishlatilishi mumkin.	В заявлении о возможностях документируется набор возможностей (поведений) сервера или клиента FHIR для конкретной версии FHIR, которые могут использоваться в качестве заявления о фактической функциональности сервера или заявления о требуемой или желаемой реализации сервера.	A Capability Statement documents a set of capabilities (behaviors) of a FHIR Server or Client for a particular version of FHIR that may be used as a statement of actual server functionality or a statement of required or desired server implementation.
CarePlan	Bir yoki bir nechta amaliyotchilar ma'lum bir bemorga, guruhga yoki jamoaga ma'lum bir holat yoki shartlar to'plamiga g'amxo'rlik qilish bilan cheklangan vaqt davomida qanday yordam ko'rsatish niyatini tasvirlaydi.	Описывает намерение одного или нескольких специалистов оказывать медицинскую помощь конкретному пациенту, группе или сообществу в течение определенного периода времени, возможно, ограничиваясь лечением определенного состояния или набора состояний.	Describes the intention of how one or more practitioners intend to deliver care for a particular patient, group or community for a period of time, possibly limited to care for a specific condition or set of conditions.
CareTeam	Xizmat guruhiga yordamni muvofiqlashtirish va yetkazib berishda ishtirok etishni rejalashtirgan barcha odamlar va tashkilotlar kiradi.	В команду по оказанию помощи входят все люди и организации, которые планируют участвовать в координации и предоставлении помощи.	The Care Team includes all the people and organizations who plan to participate in the coordination and delivery of care.
ChargeItem	ChargeItem resursi ma'lum bir bemor uchun tibbiy xizmat ko'rsatuvchi mahsulot bilan ta'minlashni tavsiflaydi, shuning uchun nafaqat mahsulotga ishora qiladi, balki qo'shimcha sana, vaqt, miqdor va ishtirokchi tashkilotlar va shaxslar kabi ta'minot tafsilotlarini ham o'z ichiga oladi. ChargeItem-dan asosiy foydalanish hisob-kitob jarayonini va ichki xarajatlarni taqsimlashni yoqishdir.	Ресурс ChargeItem описывает предоставление продуктов поставщика медицинских услуг определенному пациенту, поэтому ссылается не только на продукт, но и содержит дополнительные сведения о предоставлении, такие как дата, время, суммы и участвующие организации и лица. Основное использование ChargeItem заключается в обеспечении процесса выставления счетов и внутреннего распределения затрат.	The resource ChargeItem describes the provision of healthcare provider products for a certain patient, therefore referring not only to the product, but containing in addition details of the provision, like date, time, amounts and participating organizations and persons. Main Usage of the ChargeItem is to enable the billing process and internal cost allocation.
ChargeItemDefinition	ChargeItemDefinition resursi xarajatlar va narxlarni hisoblash uchun zarur bo'lgan (to'lov) kodlariga tegishli xususiyatlarni taqdim etadi. Xususiyatlar turi va sohasiga qarab sezilarli darajada farq qilishi mumkin, shuning uchun bu resurs faqat taxminiy tuzilmani beradi va hisob-kitob kodlari tizimining har bir turi uchun profillashni talab qiladi.	Ресурс ChargeItemDefinition предоставляет свойства, которые применяются к (биллинговым) кодам, необходимым для расчета затрат и цен. Свойства могут значительно различаться в зависимости от типа и области, поэтому этот ресурс дает только грубую структуру и требует профилирования для каждого типа системы биллинговых кодов.	The ChargeItemDefinition resource provides the properties that apply to the (billing) codes necessary to calculate costs and prices. The properties may differ largely depending on type and realm, therefore this resource gives only a rough structure and requires profiling for each type of billing code system.
Citation	Iqtibos resursi identifikatsiya va atributlashtirish maqsadida har qanday bilim artefaktiga havola qilish imkonini beradi. Iqtibos resursi mavjud ma'lumot tuzilmalarini qo'llab-quvvatlaydi va versiya yaratish, murakkab hissa qo'shuvchi rollarni ifodalash va hisoblanuvchi resurslarga havola qilish kabi nashr amaliyotlarini ishlab chiqadi.	Ресурс цитирования позволяет ссылаться на любой артефакт знаний для целей идентификации и атрибуции. Ресурс цитирования поддерживает существующие структуры ссылок и развивающиеся практики публикации, такие как управление версиями, выражение сложных ролей соавторства и ссылки на вычисляемые ресурсы.	The Citation Resource enables reference to any knowledge artifact for purposes of identification and attribution. The Citation Resource supports existing reference structures and developing publication practices such as versioning, expressing complex contributorship roles, and referencing computable resources.
Claim	Provayder bemorga ko'rsatilgan yoki taqdim etilishi kerak bo'lgan professional xizmatlar va mahsulotlarning ro'yxatini beradi, bu esa sug'urtalovchiga to'lovni qoplash uchun yuboriladi.	Поставщик услуг составляет список профессиональных услуг и продуктов, которые были предоставлены или должны быть предоставлены пациенту, и направляет его страховщику для возмещения расходов.	A provider issued list of professional services and products which have been provided, or are to be provided, to a patient which is sent to an insurer for reimbursement.
ClaimResponse	Bu resurs daʼvo resursini qayta ishlash natijasidagi qaror tafsilotlarini taqdim etadi.	Этот ресурс содержит подробную информацию о судебном решении, вынесенном в ходе обработки претензии.	This resource provides the adjudication details from the processing of a Claim resource.
ClinicalImpression	"Bemorga qanday muammolar (muammolar) ta'sir qilishi mumkinligini aniqlash uchun va bemorning ahvolini boshqarish uchun eng yaxshi muolajalar yoki boshqaruv strategiyalarini rejalashtirishdan oldin o'tkazilgan klinik baholash yozuvi. Klinik konsultatsiya/uchrashuv bilan baholashlar ko'pincha 1:1 ni tashkil qiladi, ammo bu klinik ish jarayoniga qarab katta farq qiladi. Apgar balli kabi baholash vositalarini yozib olish bilan chalkashmaslik uchun ushbu resurs ""Klinik baholash"" emas, balki ""Klinik taassurot"" deb nomlanadi."	Запись клинической оценки, выполненной для определения того, какие проблемы могут повлиять на пациента, и перед планированием лечения или стратегий управления, которые лучше всего подходят для управления состоянием пациента. Оценки часто проводятся 1:1 с клинической консультацией / встречей, но это сильно зависит от клинического рабочего процесса. Этот ресурс называется «ClinicalImpression», а не «ClinicalAssessment», чтобы избежать путаницы с записью инструментов оценки, таких как оценка по шкале Апгар.	"A record of a clinical assessment performed to determine what problem(s) may affect the patient and before planning the treatments or management strategies that are best to manage a patient's condition. Assessments are often 1:1 with a clinical consultation / encounter, but this varies greatly depending on the clinical workflow. This resource is called ""ClinicalImpression"" rather than ""ClinicalAssessment"" to avoid confusion with the recording of assessment tools such as Apgar score."
ClinicalUseDefinition	Yagona masala - dorivor mahsulot, dori, qurilma yoki protsedura uchun ko'rsatma, kontrendikatsiya, o'zaro ta'sir yoki nomaqbul ta'sir.	Отдельная проблема — показание, противопоказание, взаимодействие или нежелательный эффект лекарственного средства, препарата, устройства или процедуры.	A single issue - either an indication, contraindication, interaction or an undesirable effect for a medicinal product, medication, device or procedure.
CodeSystem	CodeSystem resursi kod tizimi yoki kod tizimining qo'shimchasi va uning asosiy xususiyatlarini e'lon qilish va tavsiflash va ixtiyoriy ravishda uning bir qismini yoki barcha mazmunini aniqlash uchun ishlatiladi.	Ресурс CodeSystem используется для объявления существования и описания системы кодирования или дополнения к системе кодирования и ее основных свойств, а также для опционального определения части или всего ее содержимого.	The CodeSystem resource is used to declare the existence of and describe a code system or code system supplement and its key properties, and optionally define a part or all of its content.
Communication	Uzatilayotgan yoki almashilayotgan ma'lumotlarning klinik yoki biznes darajasidagi yozuvi; masalan, mas'ul provayderga yuborilgan ogohlantirish, sog'liqni saqlash agentligi provayderga/muxbirga xabar qilinishi mumkin bo'lgan holat bo'yicha ish hisobotiga javoban.	Клиническая или деловая запись информации, которая передается или распространяется; например, оповещение, отправленное ответственному поставщику, сообщение органа здравоохранения поставщику/отчетчику в ответ на отчет о случае заболевания, подлежащего отчетности.	A clinical or business level record of information being transmitted or shared; e.g. an alert that was sent to a responsible provider, a public health agency communication to a provider/reporter in response to a case report for a reportable condition.
CommunicationRequest	Axborotni uzatish uchun ariza; Masalan, CDS tizimi ogohlantirishni mas'ul provayderga yuborishni taklif qiladi, CDS tizimi sog'liqni saqlash agentligini xabar qilinadigan holat haqida xabardor qilishni taklif qiladi.	Запрос на передачу информации; например, система CDS предлагает отправить оповещение ответственному поставщику услуг, система CDS предлагает уведомить орган общественного здравоохранения о подлежащем отчетности состоянии.	A request to convey information; e.g. the CDS system proposes that an alert be sent to a responsible provider, the CDS system proposes that the public health agency be notified about a reportable condition.
CompartmentDefinition	Serverda resurslarga qanday kirishni belgilaydigan bo'linma ta'rifi.	Определение отсека, определяющее, как осуществляется доступ к ресурсам на сервере.	A compartment definition that defines how resources are accessed on a server.
Composition	Yagona mantiqiy to'plamga yig'ilgan sog'liqni saqlashga oid ma'lumotlar to'plami, bu ma'noning yagona izchil bayonini ta'minlaydi, o'z kontekstini o'rnatadi va bayonotni kim tomonidan aytilganligi haqida klinik sertifikatga ega. Kompozitsiya hujjat uchun zarur bo'lgan tuzilma va hikoya mazmunini belgilaydi. Biroq, kompozitsiyaning o'zi hujjatni tashkil etmaydi. Aksincha, Tarkibi Bundle.type=hujjat va Kompozisiyadan havola qilingan boshqa manbalar Toʻplamning keyingi yozuvlari sifatida kiritilishi kerak boʻlgan Toʻplamdagi birinchi yozuv boʻlishi kerak (masalan, Bemor, Amaliyotchi, Uchrashuv va h.k.).	Набор информации, связанной со здравоохранением, собранный в единый логический пакет, который обеспечивает единое связное утверждение смысла, устанавливает свой собственный контекст и имеет клиническую аттестацию относительно того, кто делает утверждение. Композиция определяет структуру и повествовательное содержание, необходимые для документа. Однако сама по себе Композиция не является документом. Скорее, Композиция должна быть первой записью в Bundle, где Bundle.type=document, и любые другие ресурсы, на которые ссылается Композиция, должны быть включены в качестве последующих записей в Bundle (например, Patient, Practitioner, Encounter и т. д.).	A set of healthcare-related information that is assembled together into a single logical package that provides a single coherent statement of meaning, establishes its own context and that has clinical attestation with regard to who is making the statement. A Composition defines the structure and narrative content necessary for a document. However, a Composition alone does not constitute a document. Rather, the Composition must be the first entry in a Bundle where Bundle.type=document, and any other resources referenced from Composition must be included as subsequent entries in the Bundle (for example Patient, Practitioner, Encounter, etc.).
ConceptMap	Bir tushunchalar to'plamidan bir yoki bir nechta boshqa tushunchalarga o'zaro munosabatlar bayoni - kod tizimlaridagi tushunchalar yoki ma'lumotlar elementi/ma'lumotlar elementi tushunchalari yoki sinf modellaridagi sinflar.	Утверждение отношений одного набора концепций к одной или нескольким другим концепциям — либо концепциям в системах кодирования, либо элементам данных/концепциям элементов данных, либо классам в моделях классов.	A statement of relationships from one set of concepts to one or more other concepts - either concepts in code systems, or data element/data element concepts, or classes in class models.
Condition	Xavotir darajasiga ko'tarilgan klinik holat, muammo, tashxis yoki boshqa hodisa, vaziyat, muammo yoki klinik tushuncha.	Клиническое состояние, проблема, диагноз или другое событие, ситуация, вопрос или клиническая концепция, которые достигли уровня беспокойства.	A clinical condition, problem, diagnosis, or other event, situation, issue, or clinical concept that has risen to a level of concern.
ConditionDefinition	Vaziyatning ta'rifi va uni boshqarish uchun tegishli ma'lumotlar.	Определение состояния и информация, касающаяся его управления.	A definition of a condition and information relevant to managing it.
Consent	Belgilangan qabul qiluvchi(lar) yoki oluvchi rol(lar)iga ma’lum bir siyosat kontekstida, ma’lum maqsadlar va vaqt oralig‘ida bir yoki bir nechta amallarni bajarishga ruxsat beruvchi yoki rad etadigan, sog‘liqni saqlash iste’molchisining uchinchi shaxs tomonidan o‘z nomidan qilgan tanlovlari yoki tanlovlari qaydi.	Запись выбора потребителя медицинских услуг или выбора, сделанного от его имени третьей стороной, которая разрешает или запрещает идентифицированному получателю (получателям) или роли (ролям) получателя выполнять одно или несколько действий в рамках заданного политического контекста для определенных целей и периодов времени.	A record of a healthcare consumer’s choices or choices made on their behalf by a third party, which permits or denies identified recipient(s) or recipient role(s) to perform one or more actions within a given policy context, for specific purposes and periods of time.
Contract	Qonuniy ravishda kuchga kiradigan, rasmiy ravishda qayd etilgan bir tomonlama yoki ikki tomonlama ko'rsatma, ya'ni siyosat yoki kelishuv.	Юридически осуществимая, официально зафиксированная односторонняя или двусторонняя директива, т. е. политика или соглашение.	Legally enforceable, formally recorded unilateral or bilateral directive i.e., a policy or agreement.
Coverage	Sog'liqni saqlash mahsulotlari va xizmatlarini qoplash yoki to'lash uchun ishlatilishi mumkin bo'lgan moliyaviy vosita. Ham sug'urta, ham o'z-o'zidan to'lovni o'z ichiga oladi.	Финансовый инструмент, который может быть использован для возмещения или оплаты медицинских продуктов и услуг. Включает как страховку, так и самооплату.	Financial instrument which may be used to reimburse or pay for health care products and services. Includes both insurance and self-payment.
CoverageEligibilityRequest	"CoverageEligibilityRequest bemor va sug'urta qoplamasi to'g'risidagi ma'lumotni sug'urtalovchiga, ular javob berishlari uchun, ""Qoplamaga muvofiqlik"" javobi ko'rinishida, ko'rsatilgan sug'urta to'g'ri va amalda ekanligi haqidagi ma'lumotni taqdim etadi va ixtiyoriy ravishda sug'urta ma'lumotlarini taqdim etadi."	Запрос CoverageEligibilityRequest предоставляет страховщику информацию о пациенте и страховом покрытии, чтобы тот мог ответить в форме ответа CoverageEligibilityResponse с информацией о том, является ли заявленное покрытие действительным и вступило ли оно в силу, а также, при желании, предоставить данные о страховании полиса.	The CoverageEligibilityRequest provides patient and insurance coverage information to an insurer for them to respond, in the form of an CoverageEligibilityResponse, with information regarding whether the stated coverage is valid and in-force and optionally to provide the insurance details of the policy.
CoverageEligibilityResponse	Ushbu resurs CoverageEligibilityRequest resursini qayta ishlashdan olingan muvofiqlik va reja tafsilotlarini taqdim etadi.	Этот ресурс предоставляет сведения о праве на участие и плане, полученные в результате обработки ресурса CoverageEligibilityRequest.	This resource provides eligibility and plan details from the processing of an CoverageEligibilityRequest resource.
DetectedIssue	Bemor uchun bir yoki bir nechta faol yoki tavsiya etilgan klinik harakatlar bilan yoki ular orasidagi haqiqiy yoki potentsial klinik muammoni ko'rsatadi; Masalan, dori vositalarining o'zaro ta'siri, davolashning samarasiz chastotasi, protsedura-shart ziddiyatlari, parvarishdagi bo'shliqlar va boshqalar.	Указывает на фактическую или потенциальную клиническую проблему, связанную с одним или несколькими активными или предлагаемыми клиническими действиями для пациента, или между ними; например, взаимодействие лекарственных препаратов, неэффективная частота лечения, конфликт между процедурой и состоянием, пробелы в уходе и т. д.	Indicates an actual or potential clinical issue with or between one or more active or proposed clinical actions for a patient; e.g. Drug-drug interaction, Ineffective treatment frequency, Procedure-condition conflict, gaps in care, etc.
Device	"Ushbu resurs jismoniy blokning xususiyatlarini (tartibga solingan, real vaqt rejimiga ega va hokazo), ma'muriy (ishlab chiqaruvchi nomi, model raqami, seriya raqami, proshivka va boshqalar) va turini (tizzalarni almashtirish, qon bosimi manjeti, MRI va boshqalar) tavsiflaydi (bu qiymatlar berilgan modulda unchalik o'zgarmaydi, masalan, seriya raqami, ishlab chiqaruvchining nomi, model raqami). Haqiqiy birlik alohida ierarxiyadagi bir nechta modullardan iborat bo'lishi mumkin va ular bir nechta Qurilma resurslari bilan ifodalanadi va ""ota"" element orqali bog'lanadi."	Этот ресурс описывает свойства (регулируемый, имеет часы реального времени и т. д.), административные (название производителя, номер модели, серийный номер, прошивка и т. д.) и тип (заменитель колена, манжета для измерения артериального давления, МРТ и т. д.) физического блока (эти значения не сильно меняются в пределах данного модуля, например, серийный номер, название производителя и номер модели). Фактический блок может состоять из нескольких модулей в отдельной иерархии, и они представлены несколькими ресурсами Device и связаны через элемент «родитель».	This resource describes the properties (regulated, has real time clock, etc.), adminstrative (manufacturer name, model number, serial number, firmware, etc.), and type (knee replacement, blood pressure cuff, MRI, etc.) of a physical unit (these values do not change much within a given module, for example the serail number, manufacturer name, and model number). An actual unit may consist of several modules in a distinct hierarchy and these are represented by multiple Device resources and bound through the 'parent' element.
DeviceAssociation	Qurilmaning birlashma yozuvi.	Запись ассоциации устройства.	A record of association of a device.
DeviceDefinition	Bu qurilmaning xarakteristikalari va imkoniyatlarini belgilaydigan maxsus resurs.	Это специализированный ресурс, определяющий характеристики и возможности устройства.	This is a specialized resource that defines the characteristics and capabilities of a device.
DeviceDispense	Qurilma nomi ko'rsatilgan shaxs/bemor uchun berilishi kerakligini yoki berilganligini ko'rsatadi. Bunga taqdim etilgan mahsulot (ta'minot) tavsifi va qurilmadan foydalanish bo'yicha ko'rsatmalar kiradi.	Указывает, что устройство должно быть или было выдано указанному лицу/пациенту. Это включает описание предоставленного продукта (поставки) и инструкции по использованию устройства.	Indicates that a device is to be or has been dispensed for a named person/patient. This includes a description of the product (supply) provided and the instructions for using the device.
DeviceMetric	Qurilmaning o'lchash, hisoblash yoki sozlash qobiliyatini tavsiflaydi. DeviceMetric resursi ISO/IEEE 11073-10201 domen ma'lumotlari modeli standartidan olingan, ammo kengroq qo'llanilishi mumkin.	Описывает возможность измерения, вычисления или настройки устройства. Ресурс DeviceMetric получен из стандарта Domain Information Model ISO/IEEE 11073-10201, но имеет более широкое применение.	Describes a measurement, calculation or setting capability of a device. The DeviceMetric resource is derived from the ISO/IEEE 11073-10201 Domain Information Model standard, but is more widely applicable.
DeviceRequest	Muayyan bemorga qurilma taqdim etilishi haqidagi so'rovni ifodalaydi. Qurilma keyinchalik implantatsiya qilinadigan implantatsiya qilinadigan qurilma yoki etkazib beriladigan va keyinchalik ishlatilishi kerak bo'lgan tashqi yordamchi qurilma bo'lishi mumkin.	Представляет собой запрос на предоставление устройства конкретному пациенту. Устройство может быть имплантируемым устройством, которое впоследствии будет имплантировано, или внешним вспомогательным устройством, например, ходунками, которое будет доставлено и впоследствии использовано.	Represents a request a device to be provided to a specific patient. The device may be an implantable device to be subsequently implanted, or an external assistive device, such as a walker, to be delivered and subsequently be used.
DeviceUsage	Bemor tomonidan ishlatiladigan qurilmaning yozuvi, bunda yozuv bemor yoki klinisyenning hisoboti natijasidir.	Запись об использовании устройства пациентом, которая является результатом отчета пациента или врача.	A record of a device being used by a patient where the record is the result of a report from the patient or a clinician.
DiagnosticReport	Bemorlar, bemorlar guruhlari, mahsulotlar, moddalar, qurilmalar va joylashuvlar va/yoki ulardan olingan namunalar bo'yicha o'tkazilgan diagnostik testlarning topilmalari va talqini. Hisobot provayder ma'lumotlarini so'rash kabi klinik kontekstni, shuningdek, atom natijalari, tasvirlar, matn va kodli talqinlar va diagnostika hisobotlarining formatlangan ko'rinishini o'z ichiga oladi. Hisobot, shuningdek, mahsulot va moddalarning seriyali tahlili va barqarorlik hisoboti kabi klinik bo'lmagan kontekstni o'z ichiga oladi.	Результаты и интерпретация диагностических тестов, проведенных на пациентах, группах пациентов, продуктах, веществах, устройствах и местах и/или образцах, полученных из них. Отчет включает клинический контекст, такой как запрос информации о поставщике, и некоторую смесь атомарных результатов, изображений, текстовых и кодированных интерпретаций и форматированного представления диагностических отчетов. Отчет также включает неклинический контекст, такой как анализ партии и отчет о стабильности продуктов и веществ.	The findings and interpretation of diagnostic tests performed on patients, groups of patients, products, substances, devices, and locations, and/or specimens derived from these. The report includes clinical context such as requesting provider information, and some mix of atomic results, images, textual and coded interpretations, and formatted representation of diagnostic reports. The report also includes non-clinical context such as batch analysis and stability reporting of products and substances.
