CODE	UZ	RU	EN
  398	Qozog'iston	Казахстан	Kazakhstan
  136	Kayman orollari	Каймановы острова	Cayman Islands
  116	Kambodja	Камбоджа	Cambodia
  120	Kamerun	Камерун	Cameroon
  124	Kanada	Канада	Canada
  634	Qatar	Катар	Qatar
  404	Keniya	Кения	Kenya
  196	Kipr	Кипр	Cyprus
  296	Kiribati	Кирибати	Kiribati
  156	Xitoy	Китай	China
  166	Kokos (Kiling) orollari	Кокосовые (Килинг) острова	Cocos (Keeling) Islands
  170	Kolumbiya	Колумбия	Colombia
  174	Komor orollari	Коморские острова	Comoros
  178	Kongo	Конго	Congo
  180	Kongo, Demokratik Respublikasi	Конго, Демократическая Республика	Congo, the Democratic Republic of the
  408	Koreya, Xalq Demokratik Respublikasi	Корейская Народно-Демократическая Республика	Korea, Democratic People's Republic of
  410	Koreya Respublikasi,	Корея, Республика	Korea, Republic of
  188	Kosta-Rika	Коста-Рика	Costa Rica
  384	Kot-d'Ivuar	Кот-д'Ивуар	Ctte d'Ivoire
  192	Kuba	Куба	Cuba
  414	Quvayt	Кувейт	Kuwait
  417	Qirg'iziston	Кыргызстан	Kyrgyzstan
  531	Kuragao	Кюрагао	Curagao
  418	Laos Xalq Demokratik Respublikasi	Лаосская Народно-Демократическая Республика	Lao People's Democratic Republic
  428	Latviya	Латвия	Latvia
  426	Lesoto	Лесото	Lesotho
  430	Liberiya	Либерия	Liberia
  422	Livan	Ливан	Lebanon
  434	Liviya	Ливия	Libya
  440	Litva	Литва	Lithuania
  438	Lixtenshteyn	Лихтенштейн	Liechtenstein
  442	Lyuksemburg	Люксембург	Luxembourg
  480	Mavrikiy	Маврикий	Mauritius
  478	Mavritaniya	Мавритания	Mauritania
  450	Madagaskar	Мадагаскар	Madagascar
  175	Mayotte	Майотта	Mayotte
  446	Makao	Макао	Macao
  807	Makedoniya, sobiq Yugoslaviya Respublikasi	Македония, бывшая югославская республика	Macedonia, the former Yugoslav Republic of
  454	Malavi	Малави	Malawi
  458	Malayziya	Малайзия	Malaysia
  466	Mali	Мали	Mali
  581	Amerika Qo'shma Shtatlarining Kichik Chet orollari	Малые отдаленные острова США	United States Minor Outlying Islands
  462	Maldiv orollari	Мальдивы	Maldives
  470	Malta	Мальта	Malta
  504	Marokash	Марокко	Morocco
  474	Martinika	Мартиника	Martinique
  584	Marshall orollari	Маршалловы острова	Marshall Islands
  484	Meksika	Мексика	Mexico
  583	Mikroneziya, Federatsiya shtatlari	Микронезия, Федеративные Штаты	Micronesia, Federated States of
  508	Mozambik	Мозамбик	Mozambique
  498	Moldova Respublikasi,	Молдова, Республика	Moldova, Republic of
  492	Monako	Монако	Monaco
  496	Mo'g'uliston	Монголия	Mongolia
  500	Montserrat	Монтсеррат	Montserrat
  104	Myanma	Мьянма	Myanmar
  516	Namibiya	Намибия	Namibia
  520	Nauru	Науру	Nauru
  524	Nepal	Непал	Nepal
  562	Niger	Нигер	Niger
  566	Nigeriya	Нигерия	Nigeria
  528	Niderlandiya	Нидерланды	Netherlands
  558	Nikaragua	Никарагуа	Nicaragua
  570	Niue	Ниуэ	Niue
  554	Yangi Zelandiya	Новая Зеландия	New Zealand
  540	Yangi Kaledoniya	Новая Каледония	New Caledonia
  578	Norvegiya	Норвегия	Norway
  784	Birlashgan Arab Amirliklari	Объединенные Арабские Эмираты	United Arab Emirates
  512	Ummon	Оман	Oman
  074	Buvet oroli	Остров Буве	Bouvet Island
  833	Man oroli	Остров Мэн	Isle of Man
  574	Norfolk oroli	остров Норфолк	Norfolk Island
  162	Rojdestvo oroli	Остров Рождества	Christmas Island
  654	Avliyo Yelena, Ko'tarilish va Tristan da Kunya	Остров Святой Елены, Вознесения и Тристан-да-Кунья	Saint Helena, Ascension and Tristan da Cunha
  334	Heard oroli va Makdonald orollari	Остров Херд и острова Макдональд	Heard Island and McDonald Islands
  184	Kuk orollari	Острова Кука	Cook Islands
  796	Turks va Kaykos orollari	Острова Теркс и Кайкос	Turks and Caicos Islands
  586	Pokiston	Пакистан	Pakistan
  585	Palau	Палау	Palau
  275	Falastin, Davlat	Палестина, государство	Palestine, State of
  591	Panama	Панама	Panama
  598	Papua-Yangi Gvineya	Папуа-Новая Гвинея	Papua New Guinea
  600	Paragvay	Парагвай	Paraguay
  604	Peru	Перу	Peru
  612	Pitkern	Питкэрн	Pitcairn
  616	Polsha	Польша	Poland
  620	Portugaliya	Португалия	Portugal
  630	Puerto-Riko	Пуэрто-Рико	Puerto Rico
  638	Riunion	Риюньон	Riunion
  643	Rossiya Federatsiyasi	Российская Федерация	Russian Federation
  646	Ruanda	Руанда	Rwanda
  642	Ruminiya	Румыния	Romania
  222	El Salvador	Сальвадор	El Salvador
  882	Samoa	Самоа	Samoa
  674	San-Marino	Сан-Марино	San Marino
  678	San-Tome va Prinsipi	Сан-Томе и Принсипи	Sao Tome and Principe
  682	Saudiya Arabistoni	Саудовская Аравия	Saudi Arabia
  748	Svazilend	Свазиленд	Swaziland
  336	Muqaddas Taxt	Святой Престол	Holy See
  580	Shimoliy Mariana orollari	Северные Марианские острова	Northern Mariana Islands
  690	Seyshel orollari	Сейшельские острова	Seychelles
  652	Sent-Bartilemi	Сен-Бартелеми	Saint Barthilemy
  686	Senegal	Сенегал	Senegal
  663	Sent-Martin (frantsuz qismi)	Сен-Мартен (французская часть)	Saint Martin (French part)
  666	Sent-Pyer va Mikelon	Сен-Пьер и Микелон	Saint Pierre and Miquelon
  670	Sent-Vinsent va Grenadin orollari	Сент-Винсент и Гренадины	Saint Vincent and the Grenadines
  659	Sent-Kitts va Nevis	Сент-Китс и Невис	Saint Kitts and Nevis
  662	Sent-Lyusiya	Сент-Люсия	Saint Lucia
  688	Serbiya	Сербия	Serbia
  702	Singapur	Сингапур	Singapore
  534	Sint-Marten (Gollandiya qismi)	Синт-Мартен (голландская часть)	Sint Maarten (Dutch part)
  760	Suriya Arab Respublikasi	Сирийская Арабская Республика	Syrian Arab Republic
  703	Slovakiya	Словакия	Slovakia
  705	Sloveniya	Словения	Slovenia
  840	Amerika Qo'shma Shtatlari	Соединенные Штаты Америки	United States of America
  090	Solomon orollari	Соломоновы острова	Solomon Islands
  706	Somali	Сомали	Somalia
  729	Sudan	Судан	Sudan
  740	Surinam	Суринам	Suriname
  694	Syerra-Leone	Сьерра-Леоне	Sierra Leone
  762	Tojikiston	Таджикистан	Tajikistan
  764	Tailand	Таиланд	Thailand
  158	Tayvan, Xitoy provinsiyasi	Тайвань, провинция Китая	Taiwan, Province of China
  834	Tanzaniya, Birlashgan Respublikasi	Танзания, Объединенная Республика	Tanzania, United Republic of
  768	Togo	Того	Togo
  772	Tokelau	Токелау	Tokelau
  776	Tonga	Тонга	Tonga
  780	Trinidad va Tobago	Тринидад и Тобаго	Trinidad and Tobago
  798	Tuvalu	Тувалу	Tuvalu
  788	Tunis	Тунис	Tunisia
  795	Turkmaniston	Туркменистан	Turkmenistan
  792	Turkiya	Турция	Turkey
  800	Uganda	Уганда	Uganda
  860	O'zbekiston	Узбекистан	Uzbekistan
  804	Ukraina	Украина	Ukraine
  876	Uollis va Futuna	Уоллис и Футуна	Wallis and Futuna
  858	Urugvay	Уругвай	Uruguay
  234	Farer orollari	Фарерские острова	Faroe Islands
  242	Fiji	Фиджи	Fiji
  608	Filippin	Филиппины	Philippines
  246	Finlyandiya	Финляндия	Finland
  238	Folklend orollari (Malvin orollari)	Фолклендские (Мальвинские) острова	Falkland Islands (Malvinas)
  250	Fransiya	Франция	France
  254	Fransuz Gvianasi	Французская Гвиана	French Guiana
  258	Fransuz Polineziyasi	Французская Полинезия	French Polynesia
  260	Frantsiyaning janubiy hududlari	Французские Южные Территории	French Southern Territories
  191	Xorvatiya	Хорватия	Croatia
  140	Markaziy Afrika Respublikasi	Центральноафриканская Республика	Central African Republic
  148	Chad	Чад	Chad
  499	Chernogoriya	Черногория	Montenegro
  203	Chexiya	Чехия	Czechia
  152	Chili	Чили	Chile
  756	Shveytsariya	Швейцария	Switzerland
  752	Shvetsiya	Швеция	Sweden
  744	Svalbard va Yan Mayen	Шпицберген и Ян-Майен	Svalbard and Jan Mayen
  144	Shri-Lanka	Шри-Ланка	Sri Lanka
  218	Ekvador	Эквадор	Ecuador
  226	Ekvatorial Gvineya	Экваториальная Гвинея	Equatorial Guinea
  248	Eland orollari	Эландские острова	Eland Islands
  232	Eritreya	Эритрея	Eritrea
  233	Estoniya	Эстония	Estonia
  231	Efiopiya	Эфиопия	Ethiopia
  710	Janubiy Afrika	ЮАР	South Africa
  239	anubiy Jorjiya va Janubiy Sandvich orollari	Южная Георгия и Южные Сандвичевы острова	South Georgia and the South Sandwich Islands
  728	Janubiy Sudan	Южный Судан	South Sudan
  388	Yamayka	Ямайка	Jamaica
  392	Yaponiya	Япония	Japan
