CODE	UZ	RU	EN
408464004	Jarrohlik - kolorektal jarrohlik	Хирургия-Колоректальная хирургия	Surgery-Colorectal surgery
408441001	Jarrohlik - stomatologiya - endodontiya	Хирургия-Стоматология-Эндодонтия	Surgery-Dental-Endodontics
408465003	Jarrohlik-Tish-Og'iz-jag' jarrohligi	Хирургия-Стоматология-Челюстно-лицевая хирургия	Surgery-Dental-Oral and maxillofacial surgery
394605001	Jarrohlik - stomatologik - og'iz bo'shlig'i jarrohligi	Хирургия-Стоматология-Хирургия полости рта	Surgery-Dental-Oral surgery
394608004	Jarrohlik-tish-ortodontiya	Хирургия-Стоматология-Ортодонтия	Surgery-Dental-Orthodontics
408461007	Jarrohlik - Dental-Periodontal jarrohlik	Хирургия-Стоматология-Пародонтальная хирургия	Surgery-Dental-Periodontal surgery
408460008	Jarrohlik-tish-protez stomatologiyasi (protezlash)	Хирургия-Стоматология-Протезирование (Протезирование)	Surgery-Dental-Prosthetic dentistry (Prosthodontics)
394606000	Jarrohlik-stomatologiya-restorativ stomatologiya	Хирургия-Стоматология-Восстановительная стоматология	Surgery-Dentistry-Restorative dentistry
408449004	Jarrohlik - stomatologiya - jarrohlik	Хирургия-Стоматология--хирургическая	Surgery-Dentistry--surgical
418018006	Jarrohlik - Dermatologik jarrohlik	Хирургия-Дерматологическая хирургия	Surgery-Dermatologic surgery
394604002	Jarrohlik - quloq, burun va tomoq jarrohligi	Хирургия-Хирургия уха, носа и горла	Surgery-Ear, nose and throat surgery
394609007	Jarrohlik - umumiy	Хирургия общая	Surgery-general
408474001	Jarrohlik - gepatobilar va oshqozon osti bezi jarrohligi	Хирургия-Гепатобилиарная и панкреатическая хирургия	Surgery-Hepatobiliary and pancreatic surgery
394610002	Jarrohlik - neyroxirurgiya	Хирургия-Нейрохирургия	Surgery-Neurosurgery
394611003	Jarrohlik - Plastik jarrohlik	Хирургия-Пластическая хирургия	Surgery-Plastic surgery
408477008	Jarrohlik - Transplantatsiya jarrohligi	Хирургия-Трансплантационная хирургия	Surgery-Transplantation surgery
394801008	Jarrohlik - travma va ortopediya	Хирургия-травматология и ортопедия	Surgery-Trauma and orthopedics
408463005	Jarrohlik - qon tomir	Хирургия-Сосудистая	Surgery-Vascular
419321007	Jarrohlik onkologiyasi	Хирургическая онкология	Surgical oncology
394576009	Jarrohlik - baxtsiz hodisa va favqulodda	Хирургическое отделение - Неотложная помощь и экстренная помощь	Surgical-Accident & emergency
394590007	Torakal tibbiyot	Торакальная медицина	Thoracic medicine
409967009	Toksikologiya	Токсикология	Toxicology
408448007	Tropik tibbiyot	Тропическая медицина	Tropical medicine
419043006	Urologik onkologiya	Урологическая онкология	Urological oncology
394612005	Urologiya	Урология	Urology
394733009	Tibbiyot ixtisosligi--BOSHQA--ROYATDA EMAS	Медицинская специальность--ДРУГАЯ--НЕ УКАЗАНО	Medical specialty--OTHER--NOT LISTED
394732004	Jarrohlik ixtisosligi--BOShQA-RO'YATDA EMAS	Хирургическая специальность--ДРУГАЯ--НЕ УКАЗАНО	Surgical specialty--OTHER-NOT LISTED
