CODE	UZ	RU	EN
1703230857	O‘zbekiston	Узбекистан	
1703230862	O‘rta Shaxrixon	Урта Шахрихан	
1703230869	Xaqiqat	Хакикат	
1703230872	Abdubiy	Абдубий	
1703230882	Yangi yo‘l	Янгиюль	
1703230890	Nazarmaxram	Назармахрам	
1703230898	Yuqori Shaxrixon	Юкори Шахрихан	
1703232	Paxtaobod tumani (Markaz -Paxtaobod sh.)	Пахтаабадский район (Центр -г.Пахтаабад)	
1703232500	Paxtaobod tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Пахтаабадского района	
1703232501	Paxtaobod	Пахтаабад	
1703232550	Paxtaobod tumanining shaharchalari	Городские поселки Пахтаабадского района	
1703232556	Do‘stlik	Дустлик	
1703232559	Izboskan	Избоскан	
1703232563	Pushmon	Пушмон	
1703232800	Paxtaobod tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Пахтаабадского района	
1703232803	Bo‘ston	Бустан	
1703232810	Ittifoq	Иттифак	
1703232820	Madaniyat	Маданият	
1703232834	Paxtakor	Пахтакор	
1703232845	Uyg‘ur	Уйгур	
1703236	Xo‘jaobod tumani (Markaz -Xo‘jaobod sh.)	Ходжаабадский район (Центр -г.Ходжаабад)	
1703236500	Xo‘jaobod tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Ходжаабадского района	
1703236501	Xo‘jaobod	Ходжаабад	
1703236550	Xo‘jaobod tumanining shaharchalari	Городские поселки Ходжаабадского района	
1703236552	Guliston	Гулистон	
1703236554	Dilkushod	Дилкушод	
1703236558	Ko‘tarma	Кутарма	
1703236562	Manak	Манак	
1703236564	Xidirsha	Хидирша	
1703236800	Xo‘jaobod tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Ходжаабадского района	
1703236826	Manak	Манак	
1703236861	Birlashgan	Биpлашган	
1703236872	Oltin vodiy	Олтин водий	
1703236883	Xo‘jaobod	Ходжаабад	
1703400	Andijon v-tining vil-t ahamiyatiga ega shaharlari	Города областного подчинения Андижанской области	
1703401	Andijon	Андижан	
1703408	Xonobod	Ханабад	
1703408550	Xonobod shahar hokimiyatiga qarashli shaharchalari	Городские поселки, подч. Ханабадскому горхок-ту	
1703408553	Xonobod	Ханабад	
1703408800	Xonobod sh. xok-tiga qarashli qishloq fuqarolar yig‘inlari	Сельские сходы гр-н, подч. Ханабадскому гоpхок-ту	
1703408805	Xonobod	Ханабад	
1706	Buxoro viloyati (Markaz -Buxoro sh.)	Бухарская область (Центр -г. Бухара)	
1706200	Buxoro viloyatining tumanlari	Районы Бухарской области	
1706204	Olot tumani (Markaz -Olot sh.)	Алатский район (Центр -г.Алат)	
1706204500	Olot tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Алатского района	
1706204501	Olot	Алат	
1706204550	Olot tumanining shaharchalari	Городские поселки Алатского района	
1706204552	Ganchi Chandir	Ганчи Чандир	
1706204553	Kesakli	Кесакли	
1706204554	Qirtay	Киртай	
1706204555	Sola qorovul	Сола коровул	
1706204557	Jayxunobod	Жайхунобод	
1706204558	O‘zbekiston	Узбекистан	
1706204559	Chovdur	Човдур	
1706204561	Bo‘ribek Chandir	Бурибек Чандир	
1706204800	Olot tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Алатского района	
1706204804	Bahoriston	Бахористон	
1706204808	Guliston	Гулистон	
1706204810	Denov	Денау	
1706204820	Jumabozor	Джумабазар	
1706204830	Paxtakor	Пахтакор	
1706204840	Talqon-sayyot	Талкансаят	
1706204850	Chandir	Чандиp	
1706204853	Chorbog‘	Чарбаг	
1706204856	Qirlishon	Киpлишон	
1706204860	Soyin-qorovul	Соин - Коpавул	
1706207	Buxoro tumani (Markaz -Gala Osiyo shaharchasi)	Бухарский район (Центр -г. Галлаасия)	
1706207500	Buxoro tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Бухарского района	
1706207501	Gala Osiyo	Галлаасия	
1706207550	Buxoro tumanining shaharchalari	Городские поселки Бухарского района	
1706207553	Dexcha	Дехча	
1706207554	Podshoyi	Подшойи	
1706207555	Rabotak	Работак	
1706207557	O‘rta Novmetan	Урта Новметан	
1706207558	Xumini bolo	Хумини боло	
1706207561	Arabxona	Арабхона	
1706207800	Buxoro tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Бухарского района	
1706207810	Bog‘ikalon	Багикалан	
1706207824	Qavola Maxmud	Каваля Махмуд	
1706207830	Kunjiqal’a	Кунжикала	
1706207835	Shexoncha	Шахонча	
1706207846	Gulshanobod	Гулшанобод	
1706207857	Rabotiqalmoq	Рабаткалмок	
1706207860	Saxovat	Саховат	
1706207880	Shergiron	Шергирон	
1706207882	Yangiobod	Янгиобод	
1706207883	Yangi Turmush	Янги Турмуш	
1706207886	Sohibkor	Сохибкоp	
1706207890	So‘fikorgar	Суфикоpгаp	
1706207895	Istiqbol	Истикбол	
1706207898	Ko‘chko‘mar	Кучкумаp	
1706212	Vobkent tumani (Markaz -Vobkent sh.)	Вабкентский район (Центр -г. Вабкент)	
1706212500	Vobkent tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Вабкентского района	
1706212501	Vobkent	Вабкент	
1706212550	Vobkent tumanining shaharchalari	Городские поселки Вобкентского района	
1706212554	Navbahor	Навбахор	
1706212556	Shirin	Ширин	
1706212558	Kosari	Косари	
1706212800	Vobkent tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Вабкентского района	
1706212808	Imomqazixon	Имамказыхан	
1706212811	Pirmast	Пиpмаст	
1706212822	Qo‘ng‘irot	Кунград	
1706212833	Kumushkent	Кумушкент	
1706212844	Roxkent	Рахкент	
1706212854	Xayrobotcha	Хайрабатча	
1706212855	Xalach	Халач	
1706212857	Xayrxush	Хайрхуш	
1706212867	Qipchoq	Кипчак	
1706212877	Exson	Эхсон	
1706212887	Yangikent	Янгикент	
1706215	G‘ijduvon tumani (Markaz -G‘ijduvon sh.)	Гиждуванский район (Центр -г. Гиждуван)	
1706215500	G‘ijduvon tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Гиждуванского района	
1706215501	G‘ijduvon	Гиждуван	
1706215550	G‘ijduvon tumanining shaharchalari	Городские поселки Гиждуванского района	
1706215556	Abadi	Абади	
1706215559	Beshtuvo	Бештуво	
1706215561	Gajdumak	Гаждумак	
1706215562	Jovgari	Джовгари	
1706215563	Ko‘lijabbor	Кулижаббор	
1706215564	Mazragan	Мазраган	
1706215565	Yuqori Rostgo‘y	Юкори Ростгуй	
1706215566	O‘zanon	Узанон	
1706215568	Xatcha	Хатча	
1706215569	Chag‘dari	Чагдари	
1706215574	Dodarak	Додарак	
1706215576	Namatgaron	Наматгарон	
1706215578	Yuqori Qumoq	Юкори Кумок	
1706215800	G‘ijduvon tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Гиждуванского района	
1706215803	Armechan	Армечан	
1706215805	Buktaroy	Буктарай	
1706215810	G‘ovshun	Гавшун	
1706215820	Zarangari	Зарангаpи	
1706215827	Qaraxoni	Карахани	
1706215831	Ko‘kcha	Кукча	
1706215836	Pozagari	Позагари	
1706215840	Paxtaobod	Пахтаобод	
1706215848	Soktari	Соктари	
1706215849	Sarvari	Сарвари	
1706215850	Sarmijon	Сармиджан	
1706215860	Ulfatbibi	Ульфатбиби	
1706215870	G.Yunusov nomli	им.Ф. Юнусова	
1706215880	Firishkent	Фиришкент	
1706219	Kogon tumani (Markaz -Kogon sh.)	Каганский район (Центр -г. Каган)	
1706219550	Kogon tumanining shaharchalari	Городские поселки Каганского района	
1706219557	Sarayonobod	Сараенобод	
1706219559	Tutikunda	Тутикунда	
1706219800	Kogon tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Каганского района	
1706219811	Kogon	Каган	
1706219814	Xo‘ja Yakshaba	Хужа Якшаба	
1706219816	Guliston	Гулистон	
1706219818	Yangi xayot	Янги хает	
1706219822	Nurafshon	Нурафшон	
1706219824	Beklar	Беклаp	
1706219833	Niyozhoji	Ниёзхожи	
1706219836	Sarayon	Саpаен	
1706219844	B.Naqshband	Накшбанди	
1706230	Qorako‘l tumani (Markaz -Qorako‘l sh.)	Каракульский район (Центр -г. Каракуль)	
1706230500	Qorako‘l tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Каракульского района	
1706230501	Qorako‘l	Каракуль	
1706230550	Qorako‘l tumanining shaharchalari	Городские поселки Каракульского района	
1706230552	Bandboshi	Бандбоши	
1706230553	Darg‘abog‘i	Даргабоги	
1706230554	Jig‘achi	Джигачи	
1706230555	Qorahoji	Корахожи	
1706230556	Quvvacha	Куввача	
1706230557	Mirzaqal’a	Мирзакалъа	
1706230558	Sayyod	Сайед	
1706230559	Solur	Солур	
1706230561	Chandirobod	Чандирабад	
1706230562	Sho‘rabot	Шуррабад	
1706230563	Yakka A’lam	Якка Аълам	
1706230564	Yangiqal’a	Янгикалъа	
1706230800	Qorako‘l tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Каракульского района	
1706230806	Darg‘ali	Даргали	
1706230809	Bandboshi	Бандбаши	
1706230813	Jig‘achi	Джигачи	
1706230815	Sho‘rrabot	Шуppабот	
1706230825	Ziyorat	Зиярат	
1706230827	Kulonchi	Кулончи	
1706230832	Qozon	Казан	
1706230834	Quvvacha	Куввача	
1706230847	Qoraun	Караун	
1706230850	Qorako‘l	Каракуль	
1706230854	Chandir	Чандиp	
1706230859	Sayyot	Саят	
1706230862	Mallaishayx	Маллаишайх	
1706230875	Quyi Yangibozor	Куйи Янгибазар	
1706230880	Qorahoji	Каpаходжи	
1706230885	Chovli	Човли	
1706232	Qorovulbozor tumani (Markaz -Qorovulbozor sh.)	Караулбазарский район (Центр -г. Каpаулбазаp)	
1706232500	Qorovulbozor tumanining tuman ahamiyatiga ega shaharlari	Города районного подч. Каpаулбазаpского pайона	
1706232501	Qorovulbozor	Караулбазар	
1706232800	Qorovulbozor tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Караулбазарского района	
1706232803	Navbahor	Навбахор	
1706232807	Bo‘ston	Бустон	
1706232810	Buzachi	Бузачи	
1706232815	Jarqoq	Жаркок	
1706240	Peshku tumani (Markaz -Yangibozor shaharchasi)	Пешкунский район (Центр -гп Янгибозор)	
1706240550	Peshku tumanining shaharchalari	Городские поселки Пешкунского района	
1706240551	Yangibozor	Янгибозор	
1706240553	Peshku	Пешку	
1706240555	Shavgon	Шавгон	
1706240557	Mahallai-Mirishkor	Махаллаи-Миришкор	
1706240800	Peshku tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Пешкунского района	
1706240802	Ibn Sino nomli	им. Абу-Али-Ибн-Сино	
1706240805	Varaxsho	Варахша	
1706240807	Jonkeldi	Джангельды	
1706240810	Zandani	Зандани	
1706240821	Qal’ai Mirishkor	Калаймиришкар	
1706240832	Peshku	Пешку	
1706240854	Yangibozor	Янгибазар	
1706240860	Bog‘imuso	Богимуссо	
1706240865	Qoraqalpoq	Каpакалпак	
1706240870	Chibog‘oni	Чибогони	
1706242	Romitan tumani (Markaz -Romitan sh.)	Ромитанский район (Центр -г. Ромитан)	
1706242500	Romitan tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Ромитанского района	
1706242501	Romitan	Ромитан	
1706242505	Gazli	Газли	
1706242550	Romitan tumanining shaharchalari	Городские поселки Ромитанского района	
1706242552	Qoqishtuvon	Кокиштувон	
1706242554	Xosa	Хоса	
1706242556	Yuqori G‘azberon	Юкори Газберон	
1706242800	Romitan tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Ромитанского района	
1706242825	Qizil Ravot	Кызылрават	
1706242834	Romitan	Ромитан	
1706242864	Bog‘iturkon	Богитуркон	
1706242867	Chelong‘u	Чилангу	
1706242872	Sho‘rcha	Шурча	
1706242875	Qo‘rg‘on	Курган	
1706246	Jondor tumani (Markaz -Jondor shaharchasi)	Жондоpский район (Центр -гп Жондор)	
1706246550	Jondor tumanining shaharchalari	Городские поселки Жондоpского pайона	
1706246551	Jondor	Жондор	
1706246552	Paxlavon	Пахлавон	
1706246553	Dalmun	Далмун	
1706246554	Ko‘liyon	Кулиен	
1706246555	Samonchuq	Самончук	
1706246556	Tobagar	Тобагар	
1706246557	Ushot	Ушот	
1706246558	Xazorman	Хазорман	
1706246559	Chorzona	Чорзона	
1706246800	Jondor tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Жондоpского района	
1706246811	Dalmun	Дальмун	
1706246822	Qaroli	Каpоли	
1706246825	Lolo	Лола	
1706246831	Romish	Ромиш	
1706246833	Zarafshon	Зарафшон	
1706246844	Oxshix	Охших	
1706246855	Xumdonak	Хумданак	
1706246866	Xumini bolo	Хумин	
1706246870	Mustaqillik	Мустакиллик	
1706246875	Po‘loti	Пулоти	
1706246880	Samonchuq	Самончук	
1706246885	Aleli	Алели	
1706246890	Mirzayon	Миpзоен	
1706258	Shofirkon tumani (Markaz -Shofirkon sh.)	Шафирканский район (Центр -г. Шафиркан)	
1706258500	Shofirkon tumanining tuman ahamiyatiga ega shaharlari	Гоpода pайонного подчинения Шафирканского района	
1706258501	Shofirkon	Шафиркан	
1706258550	Shofirkon tumanining shaharchalari	Городские поселки Шафирканского района	
1706258552	Jo‘yrabot	Жуйрабад	
1706258553	Iskogare	Искогаре	
1706258554	Quyi Chuqurak	Куйи Чукурак	
1706258555	Mirzoqul	Мирзокул	
1706258556	Talisafed	Талисафед	
1706258557	Undare	Ундаре	
1706258558	Chandir	Чандир	
1706258561	G‘ulomte	Гуломте	
1706258800	Shofirkon tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Шафирканского района	
1706258805	Vargonze	Варданзе	
1706258811	Denov	Денау	
1706258822	Jo‘ynav	Жуйнау	
1706258828	Jo‘yrabot	Жуйработ	
1706258833	Do‘rmon	Дурмен	
1706258844	Savrak	Саврак	
1706258855	Sulton Jo‘ra	им. С. Джури	
1706258866	Tezguzar	Тезгузар	
1706258877	Mazlaxon chandir	Мазлахон Чандир	
1706258880	Sh.Hamroyev nomli	им. Ш. Хамраева	
1706258885	Iskogare	Искогаpе	
1706258890	Bog‘iafzal	Богиафзал	
1706400	Buxoro viloyatining viloyat ahamiyatiga ega shaharlari	Города областного подчинения Бухарской области	
1706401	Buxoro	Бухара	
1706401800	Buxoro shahar hokimiyatiga qarashli qishloq fuqarolar yig‘inlari	Сельские сходы гр-н, подч. Бухарскому горхокимияту	
1706401803	Otbozor	Атбазар	
1706401805	Shirbuddin	Шербуддин	
1706403	Kogon	Каган	
1708	Jizzax viloyati (Markaz -Jizzax sh.)	Джизакская область (Центр -г. Джизак)	
1708200	Jizzax viloyatining tumanlari	Районы Джизакской области	
1708201	Arnasoy tumani (Markaz -G‘oliblar shaharchasi)	Арнасайский район (Центр -гп Голиблаp)	
1708201550	Arnasoy tumanining shaharchalari	Городские поселки Арнасайского района	
1708201551	G‘oliblar	Голиблар	
1708201556	Gulbahor	Гулбахор	
1708201800	Arnasoy tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Арнасайского района	
1708201802	Bo‘ston	Бустон	
1708201803	Do‘stlik	Дустлик	
1708201804	Zarafshon	Зарафшан	
1708201806	Oltin vodiy	Олтин водий	
1708201807	Cho‘lquvar	Чулкувар	
1708201813	Yangibo‘ston	Янгибустан	
1708204	Baxmal tumani (Markaz -O‘smat shaharchasi)	Бахмальский район (Центр -гп Усмат)	
1708204550	Baxmal tumanining shaharchalari	Городские поселки Бахмальского района	
1708204551	O‘smat	Усмат	
1708204552	Oqtosh	Акташ	
1708204553	Mo‘g‘ol	Мугол	
1708204554	Novqa	Новка	
1708204555	Alamli	Аламли	
1708204556	Tongotar	Тонготар	
1708204558	Baxmal	Бахмал	
1708204800	Baxmal tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Бахмальского района	
1708204802	Oyqor	Айкар	
1708204804	Oqtosh	Акташ	
1708204808	Bog‘ishamol	Багишамал	
1708204810	Barlos	Барлас	
1708204812	Baxmal	Бахмал	
1708204817	Gulbuloq	Гульбулак	
1708204830	Mo‘g‘ol	Мугал	
1708204835	Sangzor	Сангзар	
1708204840	Tongotar	Тонготар	
1708204845	Uzunbuloq	Узунбулак	
1708209	G‘allaorol tumani (Markaz -G‘allaorol sh.)	Галляаральский район (Центр -г. Галляарал)	
1708209500	G‘allaorol tumanining tuman ahamiyatiga ega shaharlari	Города районного подчинения Галляаральского района	
1708209501	G‘allaorol	Галляарал	
1708209550	G‘allaorol tumanining shaharchalari	Городские поселки Галляаральского района	
1708209554	Qo‘ytosh	Кайташ	
1708209557	Marjonbuloq	Марджанбулак	
1708209559	Lalmikor	Лалмикор	
1708209561	Qangliobod	Канглиобод	
1708209565	Abdukarim	Абдукарим	
1708209567	Chuvilloq	Чувиллок	
1708209800	G‘allaorol tumanining qishloq fuqarolar yig‘inlari	Сельские сходы граждан Галляаральского района	
1708209823	G‘ubdin	Губдин	
1708209825	Xonimqo‘rg‘on	Хонимкуpган	
1708209834	Ittifoq	Иттифак	
1708209836	Gulchambar	Гулчамбар	
1708209838	Qipchoqsuv	Кипчоксув	
1708209848	Ko‘kbuloq	Кокбулак	
1708209853	Korizquduq	Коризкудук	
1708209857	Guliston	Гулистан	
1708209860	Buloqboshi	Булакбаши	
