CODE	UZ	RU	EN
1727265	Toshkent tumani	Ташкентский район	Tashkent district
1727401	Nurafshon shahri	город Нурафшон	Nurafshon city
1727404	Olmaliq shahri	город Алмалык	Almalyk city
1727407	Angren shahri	город Ангрен	Angren city
1727413	Bekobod shahri	город Бекабад	Bekobod city
1727415	Ohangaron shahri	город Ахангаран	Akhangaron city
1727419	Chirchiq shahri	город Чирчик	Chirchik city
1727424	Yangiyo'l shahri	город Янгиюль	Yangiyol city
1730203	Oltiariq tumani	Олтиарикский район	Oltiarik district
1730206	Qo'shtepa tumani	Коштепинский район	Qoshtepa district
1730209	Bag'dod tumani	Багдадский район	Baghdad district
1730212	Buvayda tumani	Бувайдинский район	Buvayda district
1730215	Beshariq tumani	Бешарикский район	Besharik district
1730218	Quva tumani	Кувинский район	Quva district
1730221	Uchko'prik tumani	Учкоприкский район	Uchko'prik district
1730224	Rishton tumani	Риштонский район	Rishton district
1730226	So'x tumani	Сох район	Sokh district
1730227	Toshloq tumani	Ташлокский район	Tashlok district
1730230	O'zbekiston tumani	Узбекистанский район	Uzbekistan district
1730233	Farg'ona tumani	Ферганский район	Fergana district
1730236	Dang'ara tumani	Дангаринский район	Dangara district
1730238	Furqat tumani	Фуркатский район	Furqat district
1730242	Yozyovon tumani	Езёванский район	Yozyovan district
1730401	Farg'ona shahri	город Фергана	Fergana city
1730405	Qo'qon shahri	город Кокон	Qoqon city
1730408	Quvasoy shahri	город Кувасай	Quvasoy city
1730412	Marg'ilon shahri	город Маргилан	Margilan city
1733204	Bog'ot tumani	Боготский район	Bogot district
1733208	Gurlan tumani	Гурланский район	Gurlan district
1733212	Qo'shko'pir tumani	Кошкопирский район	Qoshkopir district
1733217	Urganch tumani	Ургенчский район	Urgench district
1733220	Hazorasp tumani	Азораспский район	Hazorasp district
1733221	Tuproqqal'a tumani	Тупроккалинский район	Tuproqqala district
1733223	Xonqa tumani	Хонкинский район	Khonka district
1733226	Xiva tumani	Хивинский район	Khiva district
1733230	Shovot tumani	Шовотский район	Shovot district
1733233	Yangiariq tumani	Янгиарикский район	Yangiariq district
1733236	Yangibozor tumani	Янгибазорский район	Yangibozor district
1733401	Urganch shahri	город Ургенч	Urgench city
1733406	Xiva shahri	город Хива	Khiva city
1735204	Amudaryo tumani	Амударьинский район	Amu Darya district
1735207	Beruniy tumani	Берунийский район	Beruni district
1735209	Bo'zatov tumani	Бозатовский район	Bozatov district
1735211	Qorao'zak tumani	Караозакский район	Qaraozak district
1735212	Kegeyli tumani	Кегейлинский район	Kegeyli district
1735215	Qo'ng'irot tumani	Конгиротский район	Kongirot district
1735218	Qonliko'l tumani	Конликольский район	Qonlikol district
1735222	Mo'ynoq tumani	Муйнакский район	Muynaq district
1735225	Nukus tumani	Нукусский район	Nukus district
1735228	Taxiatosh tumani	Таксиаташский район	Taxiatash district
1735230	Taxtako'pir tumani	Тахткопирский район	Takhtkopir district
1735233	To'rtko'l tumani	Торткульский район	Tortkul district
1735236	Xo'jayli tumani	Ходжалинский район	Khojaly district
1735240	Chimboy tumani	Чимбойский район	Chimboy district
1735243	Shumanay tumani	Шуманайский район	Shumanay district
1735250	Ellikqal’a tumani	Элликкалинский район	Ellikkal’a district
1735401	Nukus shahri	город Нукус	Nukus city
